Faxes Sent to British Media logs

During the 1999-2000 period my records indicate that I sent at least 6,137 faxes to the British media,
of which 5,775 went via TPC's email-to-fax service and 362 were sent via fax-modem direct from my computer.
The actual figure is obviously higher since, for most of this period, whenever a recipient asked to be deleted
from my mailing list, I totally wiped all entries including that from the logfile.

In the records "Y" indicates successful transmission from fax-modem, "N" indicates failed transmission from fax-modem.
"E" indicates an error occurred while transmitting via fax-modem and a fax may have been only partly transmitted.
"y" and "n" indicate success or failure via TPC.

In September 2000 I changed the method of operation by recording "R" when a recipient requested removal, rather than
wiping their details from my mailing list and records; and keeping "B" records for when TPC actioned a ban on a
recipient's fax-number, but the recipient did not write to ask me to cease faxing. The purpose of these changes
was to keep more accurate and complete records, but the intention was thwarted by the police complaint.
Also in September 2000, I added some further fax numbers to my media mailing list and records, which is why some of the
faxnumbers below have only a single entry, and some indeed have none.

762534261457	Yvette
367747262827	Yasmin
715281830902	Yolande
408067687198	n
864972072388	Yvette
288736167173	Zoeke
566734518553	Zoeke
063320716630	Theresia
675928303157	Zeno
229472347895	Zeno
933881600302	y
793577013886	n
121551654323	Yvette
614086258659	n
743764413075	Zoeke
593634619190	Zeno
455519885259	n
995773233759	y
351069799606	Yvette
201609386521	Yvette
134834071399	n
140413253909	yyyyyYyyyyyyyyyynB
331832892955	Zoeke
573286833478	Yasmin
727051837266	n
064652713468	Yvette
021266752920	n
010448387058	Zacharias
170316633174	y
039992279907	Zweer
777445190135	Yasmin
249099754393	Zoeke
699028542277	Zacharias
302498328610	Zweer
404793474380	n
384182963365	n
804705167475	Yolande
741121385273	y
286128018598	n
162574162844	Tina
152297568636	Zacharias
717329786022	Zeno
452080426414	Zoeke
399800919490	n
509119336240	y
382066569928	y
818329552044	y
037063739395	Zacharias
473905345499	y
666439632180	Zweer
484205786088	Zweer
100634329873	Zweer
133134622270	Zoeke
998153812831	Impekoven
161336811305	n
265132917654	n
926471750692	Yvette
032640789801	Zoeke
886636649731	y
515682681695	Yvette
448470936835	Yvette
212523183059	y
468369385857	Zoeke
690404265938	Zacharias
120970290759	Yasmin
728374981727	Zweer
339638647004	y
297409304139	y
714736949392	Theresia
513739742142	Yvette
803502101546	y
205977967666	y
611111975110	Yolande
677233698894	n
982302582069	Zweer
913084504189	Yvette
982111110831	Zoeke
335522725216	Zweer
361222547586	y
709596699804	n
429598336860	n
623154606465	Zweer
269569480861	nnnnnYnnnnnnnynyyyy
197325952380	Yvette
440934556851	Zoeke
997897040353	Yasmin
051466767119	y
196688974555	Theda
365245397850	Yolanda
150505699326	Yvette
706819588299	n
837219198732	y
738601362950	y
442608753292	nyyyyYyyyyyyynnnnnn
688997871606	Traude
259344263186	Yvette
377817049545	Yasmine
441754540270	Yvette
802400696151	Yvonne
346488835597	Zeno
524103552450	y
715842370905	Yasmine
113406292735	Zeno
155985190311	Zoeke
823361300651	n
245715410096	n
939608459188	y
567246690616	y
287360627657	y
681647139330	y
251149396195	n
127567961475	Claudio
229821703793	y
768637819199	y
993474365796	Yolande
041593433662	y
093546412944	n
837146053098	Yvette
374934437433	n
158987091402	y
690744473094	y
643156567231	Zacharias
